Ticker,Name,Exchange,Category Name,Country
AJX,Great Ajax Corp,NYQ,REIT - Diversified,USA
AGNCB,AGNC Investment Corp.,NMS,,USA
AFSD,Aflac Incorporated,NYQ,,USA
AFH,"Atlas Financial Holdings, Inc.",NGM,Property & Casualty Insurance,USA
AEGG,"The American Energy Group, Ltd.",PNK,Oil & Gas Drilling & Exploration,USA
ACP,Avenue Income Credit Strategies Fund,NYQ,,USA
ABRN,"Arbor Realty Trust, Inc.",NYQ,,USA
CLA.AX,Celsius Resources Limited,ASX,Industrial Metals & Minerals,Australia
WRN,Western Copper and Gold Corporation,ASE,,USA
USA,Columbia Funds Trust XII - Liberty All Star Equity Fund,NYQ,,USA
OXXCB.AX,Octanex N.L.,ASX,,Australia
CBS.AX,Cabral Resources Limited,ASX,,Australia
PHX,Panhandle Oil and Gas Inc.,NYQ,Independent Oil & Gas,USA
NZH,Nuveen California Dividend Advantage Municipal Fund 3,ASE,,USA
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",NYQ,,USA
KLREU,KLR Energy Acquisition,NCM,,USA
JCE,Nuveen Core Equity Alpha Fund,NYQ,,USA
JBR,Corporate Backed Call Trust Certificates,NYQ,,USA
JBK,"Corporate Backed Trust Certificates, Goldman Sachs Capital I Securities-Backed Series 2004-6",NYQ,,USA
IGZ,IGZ (Listing Market NYSE Arca N,ASE,,USA
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,NYQ,,USA
HOPS,"Appalachian Mountain Brewery, Inc.",PNK,,USA
HDRA,"Inspired Entertainment, Inc.",NCM,,USA
GS.TO,Gluskin Sheff + Associates Inc.,TOR,Independent Oil & Gas,Canada
GRO,Agria Corporation,NYQ,,USA
GPACU,Global Partner Acquisition Corp.,NCM,,USA
GER,Goldman Sachs MLP and Energy Renaissance Fund,NYQ,,USA
ELEC,Electrum Special Acquisition Corporation,NCM,,USA
EGIF,Eagle Growth & Income Opportunities Fund,NYQ,,USA
DYSL,Dynasil Corporation of America,NCM,Scientific & Technical Instruments,USA
CNLM,Charlemagne Capital Limited,NCM,,USA
CLAC,Capitol Acquisition Corp. III,NCM,,USA
CACG,ClearBridge All Cap Growth ETF,NGM,,USA
BTA,BlackRock Long-Term Municipal Advantage Trust,NYQ,,USA
BRSS,"Global Brass and Copper Holdings, Inc.",NYQ,Metal Fabrication,USA
BLVDW,Boulevard Acquisition Corp. II,NCM,,USA
BLVD,Boulevard Acquisition Corp. II,NCM,Conglomerates,USA
AYA.TO,The Stars Group Inc.,TOR,,Canada
AVLY,"Allegheny Valley Bancorp, Inc.",PNK,,USA
AUMAW,Axar Acquisition Corp.,NCM,,USA
ATP.TO,Atlantic Power Corporation,TOR,Diversified Utilities,Canada
ASMI,ASM International NV,NMS,,USA
ASKH,"Astika Holdings, Inc.",PNK,Music & Video Stores,USA
ARUN,"Aruba Networks, Inc.",NMS,,USA
AREN,PetroGas Company,PNK,,USA
ARCPP,"American Realty Capital Properties, Inc.",NMS,,USA
AMSGP,AmSurg Corp.,NMS,,USA
AMRH,"AMERI Holdings, Inc.",PNK,,USA
ALTX,"Altex Industries, Inc.",PNK,Independent Oil & Gas,USA
ALA.TO,AltaGas Ltd.,TOR,Oil & Gas Pipelines,Canada
AKG.TO,Asanko Gold Inc.,TOR,Gold,Canada
AIY,Apollo Investment Corporation,NYQ,,USA
AIR.PA,Airbus SE,PAR,,France
AIMT,"Aimmune Therapeutics, Inc.",NMS,Biotechnology,USA
AIF,Apollo Tactical Income Fund Inc.,NYQ,,USA
AERG,"Applied Energetics, Inc.",PNK,Scientific & Technical Instruments,USA
AED,AEGON N.V.,NYQ,,USA
ADXSW,"Advaxis, Inc.",NCM,,USA
ACLZ,Accelerize Inc.,OBB,Internet Information Providers,USA
ABX.TO,Barrick Gold Corporation,TOR,Gold,Canada
ABAT,"Advanced Battery Technologies, Inc.",PNK,,USA
AAAP,Advanced Accelerator Applications S.A.,NMS,,USA
6599.KL,Aeon Co. (M) Bhd,KLS,,Malaysia
WIA,Western Asset/Claymore Inflation-Linked Securities & Income Fund,NYQ,,USA
WEA,Western Asset Premier Bond Fund,NYQ,,USA
VKI,Invesco Advantage Municipal Income Trust II,ASE,,USA
VELCP.AX,Vealls Limited,ASX,Asset Management,Australia
TRTLW,,,,
TRTL,"Yatra Online, Inc.",NCM,,USA
SKAS,"Saker Aviation Services, Inc.",PNK,"Air Services, Other",USA
SCD,LMP Capital and Income Fund Inc.,NYQ,,USA
RUK,RELX Group plc,NYQ,,USA
ROIQ,ROI Acquisition Corp. II,NCM,,USA
QPACW,,,,
QPACU,Quinpario Acquisition Corp. 2 -,NCM,,USA
AMLH,"American Leisure Holdings, Inc.",PNK,,USA
PZE,Petrobras Argentina S.A.,NYQ,Major Integrated Oil & Gas,USA
PAI,Western Asset Income Fund,NYQ,,USA
PAA.TO,Pan American Silver Corp.,TOR,,Canada
ORG.AX,Origin Energy Limited,ASX,Major Integrated Oil & Gas,Australia
NXZ,Nuveen Dividend Advantage Municipal Fund 2,ASE,,USA
NORD,"Nord Anglia Education, Inc.",NYQ,Education & Training Services,USA
NMA,"Nuveen Municipal Advantage Fund, Inc.",NYQ,,USA
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,NYQ,,USA
NBRV,Nabriva Therapeutics plc,NMS,,USA
MOG-A,Moog Inc.,NYQ,Aerospace/Defense Products & Services,USA
MAV,Pioneer Municipal High Income Advantage Trust,NYQ,,USA
LDF,"The Latin American Discovery Fund, Inc.",NYQ,,USA
JSYNU,Jensyn Acquisition Corp.,NCM,,USA
JPI,Nuveen Preferred and Income Term Fund,NYQ,,USA
JBN,"Corporate Backed Callable Trust Certificates, J.C. Penny Debenture-Backed Series 2007-1 Trust",NYQ,,USA
HDRAW,,,,
HDRAU,HYDRA INDUSTRIES ACQUISITION CORP.,NMS,,USA
HCACW,,,,
GTATQ,GT Advanced Technologies Inc.,PNK,,USA
GPIAW,GPIAW,NCM,,USA
GGZ,The Gabelli Global Small and Mid Cap Value Trust,NYQ,,USA
GGACW,Garnero Group Acquisition Compa,NCM,,USA
GCH,"Aberdeen Greater China Fund, Inc.",NYQ,,USA
GAI,Global-Tech Advanced Innovations Inc.,NGM,,USA
FNTC,FinTech Acquisition Corp.,NCM,,USA
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,PCX,,USA
EXD,Eaton Vance Tax-Advantaged Bond and Option Strategies Fund,NYQ,,USA
EHI,Western Asset Global High Income Fund Inc.,NYQ,,USA
EAE,"Entergy Arkansas, Inc.",NYQ,,USA
DRA,Diversified Real Asset Income Fund,NYQ,,USA
DFP,"Delphi Financial Group, Inc.",NYQ,,USA
DDF,"Delaware Investments Dividend and Income Fund, Inc.",NYQ,,USA
CVB,Lehman ABS Corporation 7.75% Co,NYQ,,USA
CS.PA,AXA SA,PAR,Property & Casualty Insurance,France
CNLMR,ORIGO ACQUISITION CORP,NCM,,USA
CLAD,"China Liaoning Dingxu Ecological Agriculture Development, Inc.",PNK,,USA
BLVDU,Boulevard Acquisition Corp. II,NCM,,USA
BHAC,Barington/Hilco Acquisition Corp.,NCM,Conglomerates,USA
BGY,BlackRock Enhanced International Dividend Trust,NYQ,,USA
BBD-A.TO,Bombardier Inc.,TOR,Aerospace/Defense - Major Diversified,Canada
BAM-A.TO,Brookfield Asset Management Inc.,TOR,Real Estate Development,Canada
AVNU,"Avenue Financial Holdings, Inc.",NMS,,USA
AVL,Avalon Rare Metals Inc.,ASE,,USA
AVL.TO,Avalon Advanced Materials Inc.,TOR,Industrial Metals & Minerals,Canada
ATH.TO,Athabasca Oil Corporation,TOR,Independent Oil & Gas,Canada
ASG,"Liberty All-Star Growth Fund, Inc.",NYQ,,USA
ARU,Ares Capital Corporation,NYQ,,USA
AQA.TO,Aquila Resources Inc.,TOR,Industrial Metals & Minerals,Canada
ANZ.AX,Australia and New Zealand Banking Group Limited,ASX,Money Center Banks,Australia
ANTX,"Anthem, Inc.",NYQ,,USA
ANTM.JK,Perusahaan Perseroan (Persero) PT Aneka Tambang Tbk,JKT,,Indonesia
ANSU,Amanasu Techno Holdings Corporation,PNK,Recreational Vehicles,USA
ANRZQ,"Alpha Natural Resources, Inc.",PNK,,USA
ANDAU,Andina Acquisition Corp. II,NCM,,USA
ALYI,"Alternet Systems, Inc.",PNK,Internet Software & Services,USA
ALO.PA,Alstom SA,PAR,Diversified Machinery,France
ALLM,"Alliance Bioenergy Plus, Inc.",PNK,Conglomerates,USA
ALLB,Alliance Bancorp Inc of Pennsylvania,NGM,,USA
AIRT,"Air T, Inc.",NCM,Air Delivery & Freight Services,USA
AIC,Arlington Asset Investment Corp.,NYQ,,USA
AFFM,Affirmative Insurance Holdings Inc.,PNK,,USA
ADN.L,Aberdeen Asset Management PLC,LSE,,United Kingdom
AC,"Associated Capital Group, Inc.",NYQ,,USA
AC.PA,Accor SA,PAR,Lodging,France
ABI.BR,Anheuser-Busch InBev SA/NV,BRU,Beverages - Brewers,Belgium
ZERO,"QS Energy, Inc.",PNK,,USA
XRF.AX,XRF Scientific Limited,ASX,Diversified Machinery,Australia
WOW.AX,Woolworths Limited,ASX,Grocery Stores,Australia
WDI.DE,Wirecard AG,GER,Business Services,Germany
WAT.AX,Waterco Limited,ASX,Electronic Equipment,Australia
VOLVY,AB Volvo (publ),PNK,,USA
TRTLU,Terrapin 3 Acquisition Corporat,NCM,,USA
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",NYQ,,USA
ABEC,Analytica Bio - Energy Corp.,PNK,,USA
SIEGY,Siemens Aktiengesellschaft,PNK,,USA
SDCJF,Sundance Energy Australia Limited,PNK,,USA
ROIQW,ROI Acquisition Corp. II,NCM,,USA
ROIQU,ROI Acquisition Corp. II,NCM,,USA
QPAC,Quinpario Acquisition Corp. 2,NCM,,USA
QBE.AX,QBE Insurance Group Limited,ASX,Property & Casualty Insurance,Australia
ARN.V,Arcan Resources Ltd.,VAN,,Canada
PAACR,Pacific Special Acquisition Cor,NCM,,USA
ORT.TO,Orbite Technologies Inc.,TOR,,Canada
NZF,Nuveen Municipal Credit Income Fund,NYQ,,USA
NVX,Nuveen California Dividend Advantage Municipal Fund 2,ASE,,USA
NVG,Nuveen AMT-Free Municipal Credit Income Fund,NYQ,,USA
NUW,Nuveen AMT-Free Municipal Value Fund,NYQ,,USA
NIE,AllianzGI Equity & Convertible Income Fund,NYQ,,USA
MYHI,Mountain High Acquisitions Corp.,PNK,,USA
MT.AS,ArcelorMittal,AMS,Steel & Iron,Netherlands
MHNB,"Maiden Holdings North America,",NYQ,,USA
MDG.AX,Medtech Global Limited,ASX,,Australia
LAQ,"Aberdeen Latin America Equity Fund, Inc.",ASE,,USA
KED,Kayne Anderson Energy Development Company,NYQ,,USA
